         2746731 function calls (2746170 primitive calls) in 40.260 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.319    0.319 s_mat_INT32_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 s_mat_INT32_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 s_mat_INT32_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.316    0.316 s_mat_INT32_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    0.316    0.316 s_mat_INT32_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.316    0.316 s_mat_INT32_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    0.316    0.316 s_mat_INT32_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 s_mat_INT32_t_INT32_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 s_mat_INT32_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.311    0.311 s_mat_INT32_t_INT64_t.py:1(<module>)
        1    0.000    0.000    0.311    0.311 s_mat_INT32_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.309    0.309 s_mat_INT64_t_COMPLEX128_t.py:1(<module>)
        1    0.000    0.000    0.309    0.309 s_mat_INT64_t_COMPLEX128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.328    0.328 s_mat_INT64_t_COMPLEX256_t.py:1(<module>)
        1    0.000    0.000    0.328    0.328 s_mat_INT64_t_COMPLEX256_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 s_mat_INT64_t_COMPLEX64_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 s_mat_INT64_t_COMPLEX64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.312    0.312 s_mat_INT64_t_FLOAT128_t.py:1(<module>)
        1    0.000    0.000    0.312    0.312 s_mat_INT64_t_FLOAT128_t.py:1(__bootstrap__)
        1    0.000    0.000    0.313    0.313 s_mat_INT64_t_FLOAT32_t.py:1(<module>)
        1    0.000    0.000    0.313    0.313 s_mat_INT64_t_FLOAT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.309    0.309 s_mat_INT64_t_FLOAT64_t.py:1(<module>)
        1    0.000    0.000    0.309    0.309 s_mat_INT64_t_FLOAT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.317    0.317 s_mat_INT64_t_INT32_t.py:1(<module>)
        1    0.000    0.000    0.317    0.317 s_mat_INT64_t_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.311    0.311 s_mat_INT64_t_INT64_t.py:1(<module>)
        1    0.000    0.000    0.311    0.311 s_mat_INT64_t_INT64_t.py:1(__bootstrap__)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.001    0.001    0.001    0.001 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.316    0.316 sort_indices_INT32_t.py:1(<module>)
        1    0.000    0.000    0.316    0.316 sort_indices_INT32_t.py:1(__bootstrap__)
        1    0.000    0.000    0.314    0.314 sort_indices_INT64_t.py:1(<module>)
        1    0.000    0.000    0.314    0.314 sort_indices_INT64_t.py:1(__bootstrap__)
       45    0.000    0.000    0.001    0.000 sre_compile.py:179(_compile_charset)
       45    0.000    0.000    0.001    0.000 sre_compile.py:208(_optimize_charset)
       73    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
        5    0.000    0.000    0.000    0.000 sre_compile.py:259(_mk_bitmap)
   144/29    0.001    0.000    0.002    0.000 sre_compile.py:33(_compile)
       64    0.000    0.000    0.000    0.000 sre_compile.py:355(_simple)
       29    0.000    0.000    0.001    0.000 sre_compile.py:360(_compile_info)
       58    0.000    0.000    0.000    0.000 sre_compile.py:473(isstring)
       29    0.000    0.000    0.002    0.000 sre_compile.py:479(_code)
       29    0.000    0.000    0.006    0.000 sre_compile.py:494(compile)
       15    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
      286    0.000    0.000    0.000    0.000 sre_parse.py:127(__len__)
      530    0.000    0.000    0.000    0.000 sre_parse.py:131(__getitem__)
       64    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
      259    0.000    0.000    0.000    0.000 sre_parse.py:139(append)
   208/93    0.000    0.000    0.000    0.000 sre_parse.py:141(getwidth)
       29    0.000    0.000    0.000    0.000 sre_parse.py:179(__init__)
      667    0.000    0.000    0.001    0.000 sre_parse.py:183(__next)
      341    0.000    0.000    0.000    0.000 sre_parse.py:196(match)
      539    0.000    0.000    0.001    0.000 sre_parse.py:202(get)
       52    0.000    0.000    0.000    0.000 sre_parse.py:211(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:214(isdigit)
       10    0.000    0.000    0.000    0.000 sre_parse.py:217(isname)
        4    0.000    0.000    0.000    0.000 sre_parse.py:226(_class_escape)
       44    0.000    0.000    0.000    0.000 sre_parse.py:258(_escape)
    64/29    0.000    0.000    0.003    0.000 sre_parse.py:302(_parse_sub)
    74/30    0.001    0.000    0.003    0.000 sre_parse.py:380(_parse)
       29    0.000    0.000    0.003    0.000 sre_parse.py:676(parse)
       29    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
       34    0.000    0.000    0.000    0.000 sre_parse.py:73(opengroup)
       34    0.000    0.000    0.000    0.000 sre_parse.py:84(closegroup)
      144    0.000    0.000    0.000    0.000 sre_parse.py:91(__init__)
    40365    0.008    0.000    0.008    0.000 stat.py:24(S_IFMT)
    19836    0.011    0.000    0.016    0.000 stat.py:40(S_ISDIR)
    19685    0.009    0.000    0.012    0.000 stat.py:49(S_ISREG)
      844    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 sysconfig.py:117(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:143(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:184(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:580(get_platform)
        1    0.000    0.000    0.643    0.643 t_mat.py:1(<module>)
        1    0.000    0.000    0.643    0.643 t_mat.py:1(__bootstrap__)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.001    0.001 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:372(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:501(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1056(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1095(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1126(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:259(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:539(Event)
        1    0.000    0.000    0.000    0.000 threading.py:549(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        4    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:638(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:654(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.014    0.014 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 urlparse.py:120(SplitResult)
        1    0.000    0.000    0.000    0.000 urlparse.py:128(ParseResult)
        1    0.000    0.000    0.001    0.001 urlparse.py:29(<module>)
      485    0.000    0.000    0.000    0.000 urlparse.py:331(<genexpr>)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:113(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1481(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1513(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1701(IgnoreException)
        1    0.000    0.000    0.002    0.002 utils.py:4(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:47(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:52(_Deprecate)
        2    0.000    0.000    0.000    0.000 utils.py:64(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:69(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        4    0.000    0.000    0.001    0.000 warnings.py:45(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
      130    0.000    0.000    0.000    0.000 zipfile.py:1243(__del__)
      260    0.000    0.000    0.001    0.000 zipfile.py:1247(close)
        1    0.000    0.000    0.000    0.000 zipfile.py:1353(PyZipFile)
      130    0.000    0.000    0.001    0.000 zipfile.py:158(_EndRecData64)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
      130    0.001    0.000    0.003    0.000 zipfile.py:201(_EndRecData)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
    67470    0.077    0.000    0.101    0.000 zipfile.py:287(__init__)
        1    0.000    0.000    0.003    0.003 zipfile.py:3(<module>)
    67470    0.014    0.000    0.014    0.000 zipfile.py:377(_decodeFilename)
    67470    0.017    0.000    0.017    0.000 zipfile.py:383(_decodeExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:420(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:433(_GenerateCRCTable)
        1    0.000    0.000    0.000    0.000 zipfile.py:501(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:705(ZipFile)
      130    0.001    0.000    0.506    0.004 zipfile.py:722(__init__)
      130    0.297    0.002    0.503    0.004 zipfile.py:799(_RealGetContents)
      130    0.008    0.000    0.011    0.000 zipfile.py:868(namelist)
    67470    0.017    0.000    0.022    0.000 zipfile.py:900(getinfo)
      275    0.000    0.000    0.000    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       29    0.000    0.000    0.000    0.000 {_sre.compile}
      111    0.000    0.000    0.000    0.000 {_sre.getlower}
       23    0.000    0.000    0.000    0.000 {_struct.calcsize}
    67730    0.022    0.000    0.022    0.000 {_struct.unpack}
       21    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       17    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x91a4c0}
      130    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
    68466    0.008    0.000    0.008    0.000 {chr}
        1    0.000    0.000    0.000    0.000 {dir}
        1    0.000    0.000    0.000    0.000 {function seed at 0x1d5b0c8}
     1918    0.001    0.000    0.001    0.000 {getattr}
      353    0.000    0.000    0.000    0.000 {globals}
    19823    0.034    0.000    0.034    0.000 {hasattr}
       47    0.000    0.000    0.000    0.000 {imp.acquire_lock}
       53    0.000    0.000    0.000    0.000 {imp.find_module}
    127/1    0.039    0.000   39.896   39.896 {imp.load_dynamic}
        1    0.000    0.000    0.000    0.000 {imp.load_module}
        1    0.000    0.000    0.000    0.000 {imp.new_module}
       47    0.000    0.000    0.000    0.000 {imp.release_lock}
     2024    0.001    0.000    0.001    0.000 {isinstance}
    93/63    0.000    0.000    0.000    0.000 {issubclass}
130058/129981    0.012    0.000    0.012    0.000 {len}
       49    0.000    0.000    0.010    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       16    0.000    0.000    0.000    0.000 {max}
       21    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       22    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       20    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      134    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   204872    0.016    0.000    0.016    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
    19816    0.080    0.000    0.080    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
   197093    0.028    0.000    0.028    0.000 {method 'endswith' of 'str' objects}
      152    0.002    0.000    0.016    0.000 {method 'extend' of 'list' objects}
    87156    0.023    0.000    0.023    0.000 {method 'find' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'find_module' of 'imp.NullImporter' objects}
        3    0.000    0.000    0.000    0.000 {method 'find_module' of 'zipimport.zipimporter' objects}
       40    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
    67929    0.006    0.000    0.006    0.000 {method 'get' of 'dict' objects}
    19812   35.331    0.002   35.331    0.002 {method 'get_data' of 'zipimport.zipimporter' objects}
      135    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       49    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      124    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       53    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    69252    0.011    0.000    0.011    0.000 {method 'join' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
     2628    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      136    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      847    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
     2689    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
   269880    0.034    0.000    0.034    0.000 {method 'read' of 'cStringIO.StringI' objects}
    20076    1.603    0.000    1.603    0.000 {method 'read' of 'file' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       34    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       23    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
    67742    0.014    0.000    0.014    0.000 {method 'replace' of 'str' objects}
    20707    0.009    0.000    0.009    0.000 {method 'rfind' of 'str' objects}
    39981    0.014    0.000    0.014    0.000 {method 'rstrip' of 'str' objects}
      520    0.001    0.000    0.001    0.000 {method 'seek' of 'file' objects}
      310    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
   106491    0.053    0.000    0.053    0.000 {method 'split' of 'str' objects}
      128    0.002    0.000    0.002    0.000 {method 'splitlines' of 'str' objects}
   273000    0.052    0.000    0.052    0.000 {method 'startswith' of 'str' objects}
    19831    0.002    0.000    0.002    0.000 {method 'strip' of 'str' objects}
      266    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      130    0.000    0.000    0.000    0.000 {method 'tell' of 'file' objects}
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      304    0.000    0.000    0.000    0.000 {min}
       38    0.000    0.000    0.000    0.000 {numpy.core.multiarray.array}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      271    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
    19816    0.135    0.000    0.135    0.000 {open}
      209    0.000    0.000    0.000    0.000 {ord}
       28    0.000    0.000    0.000    0.000 {posix.access}
        3    0.000    0.000    0.000    0.000 {posix.getcwd}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
       19    0.001    0.000    0.001    0.000 {posix.listdir}
      847    0.001    0.000    0.001    0.000 {posix.lstat}
       52    0.000    0.000    0.000    0.000 {posix.putenv}
       12    0.000    0.000    0.000    0.000 {posix.readlink}
    78931    0.159    0.000    0.159    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.uname}
       52    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {posix.urandom}
      337    0.000    0.000    0.000    0.000 {range}
       47    0.000    0.000    0.000    0.000 {repr}
       15    0.000    0.000    0.000    0.000 {setattr}
       23    0.000    0.000    0.000    0.000 {sys._getframe}
        4    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
    39370    0.125    0.000    0.125    0.000 {time.mktime}
        1    0.000    0.000    0.000    0.000 {zip}


